id,profileName,profileData,make,model,equipment_type
18359,John Deere - JD1725,"{""modal"":""1"",""quote_id"":"""",""last_tab"":""6"",""customer_id"":""204887"",""profileName"":""John Deere - JD1725"",""cmbMake"":""John Deere"",""cmbModel"":""JD1725"",""cmbModelYear"":""2018"",""cmbFrame"":""Stack Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Vac-JD Cell"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""I"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":"""",""ClutchSections"":""16"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8345R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 30 or R Series"",""chkSeedSense"":""1"",""chkSRM"":""1"",""chkDeltaForce"":""1""}",John Deere,JD1725,Planter
18351,Kinze - 3700,"{""quote_id"":""87981"",""last_tab"":""0"",""customer_id"":""23580"",""profileName"":""Kinze - 3700"",""orig_profileName"":""Kinze - 3700"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""3700"",""cmbModelYear"":""2010"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""KPM II"",""cmbMeterType"":""Finger-Precision Planting"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""24"",""cmbRowSpacing"":""20\"""",""txtRows"":""24"",""txtRegArmRow"":""24"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":"""",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire"",""cmbGPSAccuracy"":""SF2"",""cmbRadar"":""John Deere 00, 10 or 20 Series"",""chkSeedSense"":""1"",""chkRowFlow"":""1""}",Kinze,3700,Planter
18336,Case IH - 1200,"{""quote_id"":""87912"",""last_tab"":""0"",""customer_id"":""34731"",""profileName"":""Case IH - 1200"",""orig_profileName"":""Case IH - 1200"",""saveAs"":"""",""cmbMake"":""Case IH"",""cmbModel"":""1200"",""cmbModelYear"":""2006"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""600/700/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""O"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-035(Short Bracket)"",""cmbFloater"":""None"",""chkFMFertCoulter"":""1"",""cmbCoulterType"":""optYS"",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",Case IH,1200,Planter
18331,John Deere - DB80,"{""quote_id"":""87847"",""last_tab"":""0"",""customer_id"":""439"",""profileName"":""John Deere - DB80"",""orig_profileName"":""John Deere - DB80"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""DB80"",""cmbModelYear"":""2012"",""cmbFrame"":""DB80"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Vac-eSet"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""Mini"",""DownforceSystem"":""J"",""cmbRowConfiguration"":""48"",""cmbRowSpacing"":""20\"""",""txtRows"":""48"",""txtRegArmRow"":""48"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8360R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",John Deere,DB80,Planter
18329,White - 8106,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 8106"",""cmbMake"":""White"",""cmbModel"":""8106"",""cmbModelYear"":""2010"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8106,Planter
18283,Case IH - 1225,"{""quote_id"":""87495"",""last_tab"":""0"",""customer_id"":""159332"",""profileName"":""Case IH - 1225"",""orig_profileName"":""Case IH - 1225"",""saveAs"":"""",""cmbMake"":""Case IH"",""cmbModel"":""1225"",""cmbModelYear"":""2018"",""cmbFrame"":""Drawn Single Frame"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey John/Early Riser"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""O"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2960-013 Space Saver"",""cmbFloater"":""1.75\"" (3 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""Case IH"",""ClutchSections"":""6"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""4455"",""cmbGPSMake"":""AgLeader"",""cmbGPSModel"":""1500"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""None""}",Case IH,1225,Planter
18247,Great Plains - YP2425,"{""quote_id"":""87232"",""last_tab"":""0"",""customer_id"":""877"",""profileName"":""Great Plains - YP2425"",""orig_profileName"":""Great Plains - YP2425"",""saveAs"":"""",""cmbMake"":""Great Plains"",""cmbModel"":""YP2425"",""cmbModelYear"":""2008"",""cmbFrame"":""Dual Frame"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""IntelliAg"",""cmbMeterType"":""Finger-Precision Planting"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""P"",""cmbRowConfiguration"":""24/47"",""cmbRowSpacing"":""15\"" Split Row"",""txtRows"":""47"",""txtRegArmRow"":""47"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""Great Plains"",""txtDisconnectSections"":""3"",""VRBrand"":""Great Plains"",""VRMotors"":""1"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""9560R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire ITC"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""John Deere 30 or R Series"",""chkFirmers"":""1""}",Great Plains,YP2425,Planter
18241,John Deere - JD1710,"{""quote_id"":""87200"",""last_tab"":""3"",""customer_id"":""34327"",""profileName"":""John Deere - JD1710"",""orig_profileName"":""John Deere - JD1710"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""JD1710"",""cmbModelYear"":""2010"",""cmbFrame"":""Vertical Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-JD Cell"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""J"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-029(JD7200, 1700)"",""cmbFloater"":""1.75\"" (3 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""John Deere"",""txtDisconnectSections"":""2"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",John Deere,JD1710,Planter
18234,White - 9202,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 9202"",""cmbMake"":""White"",""cmbModel"":""9202"",""cmbModelYear"":""2018"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-035(JD7000, White)"",""cmbFloater"":""1.75\"" (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Challenger"",""cmbTractorModel"":""565B"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",White,9202,Planter
18201,John Deere - JD1760,"{""quote_id"":""87000"",""last_tab"":""0"",""customer_id"":""174271"",""profileName"":""John Deere - JD1760"",""orig_profileName"":""John Deere - JD1760"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""JD1760"",""cmbModelYear"":""2000"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-eSet"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""D"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureStop"",""ClutchSections"":""12"",""VRBrand"":""Rawson"",""VRMotors"":""1"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""215"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",John Deere,JD1760,Planter
18199,White - 9936,"{""quote_id"":""86986"",""last_tab"":""0"",""customer_id"":""174271"",""profileName"":""White - 9936"",""orig_profileName"":""White - 9936"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9936"",""cmbModelYear"":""2017"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""C3000"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""36"",""cmbRowSpacing"":""22\"""",""txtRows"":""36"",""txtRegArmRow"":""36"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Martin"",""cmbRCModel"":""C125MTS-81(White)"",""cmbFloater"":""3.5\"" (3 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""White"",""ClutchSections"":""36"",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""305"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""AG372"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",White,9936,Planter
18186,Great Plains - YP1225,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""Great Plains - YP1225"",""cmbMake"":""Great Plains"",""cmbModel"":""YP1225"",""cmbModelYear"":""2015"",""cmbFrame"":""Dual Frame"",""cmbDriveSys"":"""",""txtMonitor"":""IntelliAg"",""cmbMeterType"":"""",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""P"",""cmbRowConfiguration"":""24"",""cmbRowSpacing"":""Twin"",""txtRows"":""24"",""txtRegArmRow"":""24"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",Great Plains,YP1225,Planter
18181,Eric Jacabson 5100,"{""quote_id"":""86904"",""last_tab"":""0"",""customer_id"":""150583"",""profileName"":""Eric Jacabson 5100"",""orig_profileName"":""Eric Jacabson 5100"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""5000"",""cmbModelYear"":""1982"",""cmbFrame"":""5000"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Agco"",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,5000,Planter
18179,Case IH - 1235,"{""quote_id"":""86901"",""last_tab"":""0"",""customer_id"":""153401"",""profileName"":""Case IH - 1235"",""orig_profileName"":""Case IH - 1235"",""saveAs"":"""",""cmbMake"":""Case IH"",""cmbModel"":""1235"",""cmbModelYear"":""2015"",""cmbFrame"":""Single 3pt"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""600/700/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""N"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""Case IH"",""ClutchSections"":""12"",""VRBrand"":""Case IH"",""VRMotors"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""220"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""AG372"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",Case IH,1235,Planter
18170,White - 6000,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 6000"",""cmbMake"":""White"",""cmbModel"":""6000"",""cmbModelYear"":""1993"",""cmbFrame"":""6000"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":"""",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""8"",""cmbRowSpacing"":""30\"""",""txtRows"":""8"",""txtRegArmRow"":""8"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Massey Furgeson"",""cmbTractorModel"":""5460"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""None""}",White,6000,Planter
18124,White - 9812 schneider farms,"{""quote_id"":""86728"",""last_tab"":""0"",""customer_id"":""25604"",""profileName"":""White - 9812 schneider farms"",""orig_profileName"":""White - 9812 schneider farms"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9812"",""cmbModelYear"":""2008"",""cmbFrame"":""Front Fold NT"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-035(JD7000, White)"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""12"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""245"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""Case MX & STX""}",White,9812,Planter
18117,Kinze - 3500,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""131823"",""profileName"":""Kinze - 3500"",""cmbMake"":""Kinze"",""cmbModel"":""3500"",""cmbModelYear"":""2017"",""cmbFrame"":""Twinline"",""cmbDriveSys"":"""",""txtMonitor"":""KPM III"",""cmbMeterType"":""Vac-vSet"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""M"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""15\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""chkFMFertCoulter"":""1"",""cmbCoulterType"":""optJD"",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":"""",""ClutchSections"":""16"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""7400"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""SF1"",""cmbRadar"":""Dickey-John"",""chkSeedSense"":""1"",""chkAirForce"":""1"",""chkSRM"":""1"",""chkvDrive"":""1""}",Kinze,3500,Planter
18113,Case IH - 1215,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""Case IH - 1215"",""cmbMake"":""Case IH"",""cmbModel"":""1215"",""cmbModelYear"":""2016"",""cmbFrame"":""Single 3pt"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""600/700/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""N"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""305"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""None"",""chkSeedSense"":""1""}",Case IH,1215,Planter
18101,White - 8702,"{""quote_id"":""86650"",""last_tab"":""6"",""customer_id"":""128803"",""profileName"":""White - 8702"",""orig_profileName"":""White - 8702"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8702"",""cmbModelYear"":""2004"",""cmbFrame"":""3pt Mounted"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""TruCount Electric"",""txtDisconnectSections"":""4"",""VRBrand"":""White"",""VRMotors"":""1"",""cmbTractorMake"":""Agco"",""cmbTractorModel"":""655B"",""cmbGPSMake"":""AgLeader"",""cmbGPSModel"":""1500"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""None"",""chkSeedSense"":""1""}",White,8702,Planter
18072,"WHIPPO,WallyWhite - 8202","{""quote_id"":""86580"",""last_tab"":""5"",""customer_id"":""1285"",""profileName"":""WHIPPO,WallyWhite - 8202"",""orig_profileName"":""WHIPPO,WallyWhite - 8202"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8202"",""cmbModelYear"":""2010"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureStop"",""ClutchSections"":""12"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""240"",""cmbGPSMake"":""Raven"",""cmbGPSModel"":""Cruizer"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""Case MX & STX""}",White,8202,Planter
18036,John Deere - JD1730,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""John Deere - JD1730"",""cmbMake"":""John Deere"",""cmbModel"":""JD1730"",""cmbModelYear"":""1997"",""cmbFrame"":""Rigid Narrow Row"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-eSet"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""I"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8270R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire ITC"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""None"",""chkSeedSense"":""1"",""chkAirForce"":""1"",""chkRowFlow"":""1"",""chkeSet"":""1"",""chkFieldView"":""1"",""chkWaveVision"":""1"",""chkFirmers"":""1"",""chkSRM"":""1"",""chkvDrive"":""1""}",John Deere,JD1730,Planter
18025,John Deere - JD7240,"{""quote_id"":"""",""last_tab"":""0"",""profileName"":""John Deere - JD7240"",""cmbMake"":""John Deere"",""cmbModel"":""JD7240"",""cmbModelYear"":""1998"",""cmbFrame"":""Drawn folding tongue < 20"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-JD Cell"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""J"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""15\"""",""txtRows"":""16"",""txtRegArmRow"":""8"",""txtLongArmRow"":""8"",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-031 For Double Arm Coulter"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""4430"",""cmbGPSMake"":""Raven"",""cmbGPSModel"":""FarmPRO"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""Dickey-John"",""chkSeedSense"":""1"",""chkFieldView"":""1"",""chkFirmers"":""1""}",John Deere,JD7240,Planter
18014,White - 8222 Delbert Grinner,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""196947"",""profileName"":""White - 8222 Delbert Grinner"",""cmbMake"":""White"",""cmbModel"":""8222"",""cmbModelYear"":""2013"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Martin"",""cmbRCModel"":""WA1360BD"",""cmbFloater"":""1.75\"" (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""Other"",""txtDisconnectSections"":""2"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8222,Planter
